,champions,wins
9951,'Malphite**Yorick',17
9952,'Cassiopeia**Varus',17
9953,'Illaoi**KogMaw',17
9954,'Corki**Kindred',17
9955,'Chogath**Taliyah',17
9956,'Cassiopeia**Sion',17
9957,'Olaf**Urgot',17
9958,'JarvanIV**MasterYi',17
9959,'Leblanc**Rumble',17
9960,'Azir**Nidalee',17
9961,'Kled**Rammus',17
9962,'Camille**Gwen',17
9963,'Gangplank**Taliyah',17
9964,'Sett**Skarner',17
9965,'Annie**Quinn',17
9966,'Taric**Volibear',17
9967,'Fiora**Heimerdinger',17
9968,'Olaf**TahmKench',17
9969,'Elise**Kennen',17
9970,'Taliyah**Volibear',17
9971,'Lillia**Yorick',17
9972,'Bard**Olaf',17
9973,'Gnar**Zilean',17
9974,'Gangplank**Shyvana',17
9975,'Veigar**Zoe',17
9976,'FiddleSticks**Syndra',17
9977,'Ryze**Sejuani',17
9978,'Chogath**Renekton',17
9979,'Gragas**Zilean',17
9980,'Gangplank**Tryndamere',17
9981,'Annie**Gragas',17
9982,'Khazix**Zac',17
9983,'Corki**MonkeyKing',17
9984,'Azir**Mordekaiser',17
9985,'RekSai**Soraka',17
9986,'DrMundo**RekSai',17
9987,'DrMundo**Ornn',17
9988,'Kennen**Veigar',17
9989,'Rell**TahmKench',17
9990,'Malzahar**Quinn',17
9991,'Lissandra**Renekton',17
9992,'Corki**Nunu',17
9993,'Taliyah**Vex',17
9994,'Seraphine**Yuumi',17
9995,'Elise**Quinn',17
9996,'Mordekaiser**Taliyah',17
9997,'Cassiopeia**FiddleSticks',17
9998,'Draven**Skarner',17
9999,'FiddleSticks**MasterYi',17
10000,'Olaf**TwistedFate',17
10001,'Heimerdinger**RekSai',17
10002,'Azir**Sivir',17
10003,'Quinn**Rakan',17
10004,'FiddleSticks**Rengar',17
10005,'Fizz**Karthus',17
10006,'Fiora**Garen',17
10007,'Evelynn**Kalista',17
10008,'Alistar**Taliyah',17
10009,'Ivern**Malzahar',16
10010,'Orianna**Sejuani',16
10011,'Gwen**Teemo',16
10012,'Taric**TwistedFate',16
10013,'Singed**TwistedFate',16
10014,'Azir**Sion',16
10015,'Rakan**Singed',16
10016,'Renekton**Tryndamere',16
10017,'KogMaw**Olaf',16
10018,'Maokai**Velkoz',16
10019,'Kalista**Taric',16
10020,'Gragas**Yorick',16
10021,'Bard**Kled',16
10022,'Amumu**FiddleSticks',16
10023,'Ivern**TwistedFate',16
10024,'KogMaw**Lissandra',16
10025,'Maokai**Quinn',16
10026,'Elise**Kalista',16
10027,'Fiora**MonkeyKing',16
10028,'Ornn**Rengar',16
10029,'Kled**Ryze',16
10030,'Taliyah**Tryndamere',16
10031,'Heimerdinger**Vladimir',16
10032,'Lulu**Skarner',16
10033,'Ivern**Rakan',16
10034,'Leblanc**Taric',16
10035,'RekSai**Vex',16
10036,'Kalista**Malzahar',16
10037,'Katarina**Ryze',16
10038,'Riven**Shen',16
10039,'Anivia**RekSai',16
10040,'Aatrox**Taliyah',16
10041,'Mordekaiser**Riven',16
10042,'Neeko**Quinn',16
10043,'Kennen**Lissandra',16
10044,'AurelionSol**Nautilus',16
10045,'Evelynn**Zac',16
10046,'Lissandra**Rengar',16
10047,'Skarner**Sylas',16
10048,'Corki**Udyr',16
10049,'KogMaw**Ziggs',16
10050,'Caitlyn**KogMaw',16
10051,'Gangplank**Rengar',16
10052,'Olaf**Tryndamere',16
10053,'Darius**Ornn',16
10054,'Gangplank**Poppy',16
10055,'Karma**Nautilus',16
10056,'Sejuani**Shen',16
10057,'Aatrox**Kayle',16
10058,'Lillia**Nunu',16
10059,'Kalista**Udyr',16
10060,'Katarina**Skarner',16
10061,'FiddleSticks**Lissandra',16
10062,'Galio**Gragas',16
10063,'Brand**Sona',16
10064,'Pantheon**RekSai',16
10065,'Camille**Nasus',16
10066,'Azir**Soraka',16
10067,'Cassiopeia**Janna',16
10068,'Rammus**Sion',16
10069,'Jayce**Renekton',16
10070,'Illaoi**Olaf',16
10071,'Poppy**Rell',16
10072,'Fiora**Taric',16
10073,'Camille**TahmKench',16
10074,'Kalista**Yorick',16
10075,'Aphelios**RekSai',16
10076,'Leona**Pyke',16
10077,'Taliyah**Viktor',16
10078,'Illaoi**Karthus',16
10079,'Khazix**Taric',16
10080,'Taliyah**TwistedFate',16
10081,'Rell**Vex',16
10082,'Akshan**Taric',16
10083,'Alistar**Ivern',16
10084,'Taric**XinZhao',16
10085,'Nidalee**Quinn',16
10086,'Aphelios**Azir',16
10087,'Janna**Velkoz',16
10088,'Sejuani**Viego',16
10089,'Brand**Kalista',16
10090,'Rammus**Sona',16
10091,'Kled**Sivir',16
10092,'Kayn**Zac',16
10093,'Malphite**Taric',16
10094,'AurelionSol**Pyke',16
10095,'Camille**MonkeyKing',16
10096,'Bard**Heimerdinger',16
10097,'KogMaw**TwistedFate',16
10098,'Darius**Singed',16
10099,'Ashe**Sivir',16
10100,'Cassiopeia**Viktor',16
10101,'RekSai**Ryze',16
10102,'Kayn**XinZhao',16
10103,'Ivern**TahmKench',16
10104,'Gragas**Kennen',16
10105,'Hecarim**LeeSin',16
10106,'Ivern**Tryndamere',16
10107,'Karthus**Varus',16
10108,'Sejuani**Talon',16
10109,'Skarner**Veigar',16
10110,'Amumu**Karthus',16
10111,'Fiora**Sion',16
10112,'Heimerdinger**Viktor',16
10113,'Kled**Trundle',16
10114,'Rammus**Volibear',16
10115,'Chogath**Kalista',16
10116,'JarvanIV**Rengar',16
10117,'Nasus**Skarner',16
10118,'Ivern**Zyra',16
10119,'Akshan**KogMaw',16
10120,'Jax**Riven',16
10121,'Riven**Sion',16
10122,'Annie**Rell',16
10123,'Rell**Rengar',16
10124,'Taric**Viktor',16
10125,'Nidalee**Zac',16
10126,'Leona**Zyra',16
10127,'Cassiopeia**Kled',16
10128,'Neeko**RekSai',16
10129,'Galio**Zoe',16
10130,'MonkeyKing**Taliyah',16
10131,'Nocturne**Zac',16
10132,'Renekton**Rengar',16
10133,'Swain**Taliyah',16
10134,'Kassadin**Zed',16
10135,'Mordekaiser**Yorick',16
10136,'Jax**Skarner',16
10137,'Sejuani**Vladimir',16
10138,'Hecarim**Trundle',16
10139,'Olaf**Talon',16
10140,'Kled**Neeko',16
10141,'Maokai**Nautilus',16
10142,'AurelionSol**Warwick',16
10143,'Shyvana**Trundle',16
10144,'RekSai**Xayah',16
10145,'Taric**Xayah',16
10146,'Skarner**Swain',16
10147,'Alistar**Swain',16
10148,'Ryze**Viktor',16
10149,'Sejuani**Sion',16
10150,'Rakan**Velkoz',16
10151,'Amumu**Olaf',16
10152,'Gangplank**Rell',16
10153,'FiddleSticks**Quinn',16
10154,'Shaco**Shyvana',16
10155,'Akshan**Kassadin',16
10156,'Kalista**Karthus',16
10157,'Azir**Fiora',16
10158,'Kassadin**Singed',16
10159,'Rumble**Ziggs',16
10160,'Amumu**Taliyah',16
10161,'Lissandra**Sylas',16
10162,'Udyr**Yorick',16
10163,'MissFortune**Varus',16
10164,'Lillia**Singed',16
10165,'DrMundo**Quinn',15
10166,'Malzahar**Taric',15
10167,'Riven**Tryndamere',15
10168,'Orianna**Velkoz',15
10169,'Kennen**Rengar',15
10170,'Kalista**Soraka',15
10171,'Braum**Shyvana',15
10172,'Braum**Singed',15
10173,'Galio**Janna',15
10174,'Aatrox**Gwen',15
10175,'Karthus**Malzahar',15
10176,'Kled**Rakan',15
10177,'Ivern**Viego',15
10178,'Gwen**Karthus',15
10179,'Braum**Kennen',15
10180,'Kayle**Orianna',15
10181,'Karthus**Zilean',15
10182,'AurelionSol**Lulu',15
10183,'RekSai**Zyra',15
10184,'Renekton**Shen',15
10185,'MonkeyKing**TahmKench',15
10186,'LeeSin**Olaf',15
10187,'Illaoi**Mordekaiser',15
10188,'Nocturne**XinZhao',15
10189,'Corki**Nidalee',15
10190,'Anivia**Katarina',15
10191,'XinZhao**Zac',15
10192,'Zilean**Zoe',15
10193,'Anivia**Taliyah',15
10194,'Annie**Sejuani',15
10195,'Fizz**Heimerdinger',15
10196,'Anivia**Rell',15
10197,'Camille**Renekton',15
10198,'Taric**Tryndamere',15
10199,'Kindred**Singed',15
10200,'DrMundo**Singed',15
10201,'Sejuani**Zilean',15
10202,'DrMundo**Illaoi',15
10203,'Kassadin**Viktor',15
10204,'Qiyana**Rengar',15
10205,'Gangplank**Shen',15
10206,'Swain**Zilean',15
10207,'Karthus**Quinn',15
10208,'Gwen**Kalista',15
10209,'Kalista**Kassadin',15
10210,'Jhin**Jinx',15
10211,'Ezreal**Xayah',15
10212,'Taric**Xerath',15
10213,'Kalista**MonkeyKing',15
10214,'Azir**Sylas',15
10215,'MasterYi**Taliyah',15
10216,'Rumble**Velkoz',15
10217,'Karthus**Yorick',15
10218,'Gnar**Rengar',15
10219,'Kindred**Kled',15
10220,'Singed**Tryndamere',15
10221,'Corki**Talon',15
10222,'Nasus**RekSai',15
10223,'MasterYi**Sejuani',15
10224,'Kennen**Nasus',15
10225,'Nasus**Riven',15
10226,'Akshan**Kalista',15
10227,'Alistar**Velkoz',15
10228,'Fizz**Taric',15
10229,'Orianna**Sylas',15
10230,'Gangplank**Sejuani',15
10231,'Annie**Ziggs',15
10232,'Elise**Rell',15
10233,'Shyvana**Singed',15
10234,'Aphelios**Ziggs',15
10235,'Jinx**KogMaw',15
10236,'AurelionSol**Shaco',15
10237,'Morgana**Rell',15
10238,'MasterYi**Nidalee',15
10239,'Taric**Vex',15
10240,'Ahri**Viktor',15
10241,'Lissandra**Shyvana',15
10242,'Kalista**Neeko',15
10243,'Janna**Rumble',15
10244,'Elise**Lissandra',15
10245,'Qiyana**Sejuani',15
10246,'Annie**Shyvana',15
10247,'Lissandra**Sivir',15
10248,'Gwen**Rammus',15
10249,'Kennen**Sejuani',15
10250,'Quinn**Vladimir',15
10251,'Kalista**Rell',15
10252,'Elise**Kled',15
10253,'Heimerdinger**Zilean',15
10254,'Kindred**Nocturne',15
10255,'Anivia**Gragas',15
10256,'Fizz**Kalista',15
10257,'Kennen**Teemo',15
10258,'Draven**Kaisa',15
10259,'MasterYi**Olaf',15
10260,'Kled**Malphite',15
10261,'Cassiopeia**Rell',15
10262,'Kalista**Zoe',15
10263,'Camille**Sion',15
10264,'Braum**KogMaw',15
10265,'MonkeyKing**Singed',15
10266,'Gnar**RekSai',15
10267,'TwistedFate**Viktor',15
10268,'Anivia**Ryze',15
10269,'Cassiopeia**Ziggs',15
10270,'Bard**Shyvana',15
10271,'Bard**Sejuani',15
10272,'Ekko**RekSai',15
10273,'Cassiopeia**Sejuani',15
10274,'Kled**Teemo',15
10275,'Braum**Ornn',15
10276,'Kennen**RekSai',15
10277,'Renekton**Rumble',15
10278,'Heimerdinger**Sejuani',15
10279,'Draven**Ezreal',15
10280,'Kled**Swain',15
10281,'Kayle**Rumble',15
10282,'RekSai**Talon',15
10283,'Lulu**Nautilus',15
10284,'Corki**Velkoz',15
10285,'Galio**Syndra',15
10286,'Janna**Sejuani',15
10287,'Fiora**Kayle',15
10288,'TahmKench**Taliyah',15
10289,'Katarina**Vladimir',15
10290,'Alistar**Corki',15
10291,'Lissandra**Rell',15
10292,'Ivern**Viktor',15
10293,'Gnar**Taliyah',15
10294,'Ziggs**Zoe',15
10295,'Kalista**Kennen',15
10296,'Renekton**Sion',15
10297,'Elise**Rumble',15
10298,'Kled**Orianna',15
10299,'Nidalee**Rengar',15
10300,'Gangplank**Jax',15
10301,'Janna**Quinn',15
10302,'Taliyah**Warwick',15
10303,'Neeko**Qiyana',15
10304,'Nocturne**Taric',15
10305,'KogMaw**Zoe',15
10306,'Azir**Talon',15
10307,'AurelionSol**Khazix',15
10308,'Darius**Kennen',15
10309,'Fizz**Veigar',15
10310,'Singed**Volibear',15
10311,'Gwen**TahmKench',15
10312,'Ekko**Taliyah',15
10313,'Azir**Tryndamere',14
10314,'Riven**Singed',14
10315,'Shyvana**Yorick',14
10316,'Akshan**Quinn',14
10317,'Kayle**Zoe',14
10318,'Gwen**Taric',14
10319,'Corki**Malphite',14
10320,'Kassadin**Taliyah',14
10321,'Cassiopeia**Sylas',14
10322,'Maokai**Neeko',14
10323,'Rumble**Vex',14
10324,'Heimerdinger**Olaf',14
10325,'Corki**Diana',14
10326,'Olaf**Yorick',14
10327,'Chogath**Lissandra',14
10328,'Soraka**Taliyah',14
10329,'FiddleSticks**Rell',14
10330,'Annie**Sylas',14
10331,'Diana**Karthus',14
10332,'Ivern**Volibear',14
10333,'Cassiopeia**Elise',14
10334,'Maokai**Zyra',14
10335,'Rakan**Varus',14
10336,'KogMaw**Tristana',14
10337,'Bard**Quinn',14
10338,'Annie**Maokai',14
10339,'Braum**Elise',14
10340,'Gangplank**Lissandra',14
10341,'AurelionSol**Volibear',14
10342,'Ivern**Xayah',14
10343,'Azir**Nunu',14
10344,'Gwen**Rell',14
10345,'Kayn**Nidalee',14
10346,'Lillia**Taliyah',14
10347,'Gwen**Kayle',14
10348,'Gragas**Lillia',14
10349,'Ivern**Jayce',14
10350,'Bard**Corki',14
10351,'Khazix**Nunu',14
10352,'Karthus**Nocturne',14
10353,'Nidalee**Rumble',14
10354,'Ashe**KogMaw',14
10355,'RekSai**Zilean',14
10356,'Lissandra**Yorick',14
10357,'Ornn**RekSai',14
10358,'Chogath**Gangplank',14
10359,'Kayle**Skarner',14
10360,'JarvanIV**Quinn',14
10361,'Azir**Ornn',14
10362,'Azir**Pantheon',14
10363,'Olaf**Rell',14
10364,'Gangplank**Kalista',14
10365,'Kled**TwistedFate',14
10366,'Evelynn**Gragas',14
10367,'Orianna**Shyvana',14
10368,'Zilean**Zyra',14
10369,'JarvanIV**Zac',14
10370,'Skarner**Sona',14
10371,'Elise**Malzahar',14
10372,'Sejuani**TahmKench',14
10373,'Gragas**Rumble',14
10374,'Jayce**Singed',14
10375,'Lissandra**Zed',14
10376,'Rell**Sejuani',14
10377,'Rell**Ryze',14
10378,'Draven**Tristana',14
10379,'RekSai**Shen',14
10380,'Jax**Yorick',14
10381,'Karthus**Kassadin',14
10382,'Kled**Sett',14
10383,'Gragas**Gwen',14
10384,'Brand**Rakan',14
10385,'Talon**Taric',14
10386,'Galio**Zilean',14
10387,'Draven**Jinx',14
10388,'Kayle**Renekton',14
10389,'Quinn**Udyr',14
10390,'Camille**Darius',14
10391,'Lissandra**Pantheon',14
10392,'Elise**Neeko',14
10393,'Azir**Nocturne',14
10394,'Annie**Nidalee',14
10395,'Braum**Varus',14
10396,'Azir**Ekko',14
10397,'Chogath**Riven',14
10398,'Neeko**Vex',14
10399,'Jax**Olaf',14
10400,'Illaoi**Poppy',14
10401,'DrMundo**Taric',14
10402,'Twitch**Varus',14
10403,'Karthus**Swain',14
10404,'Nami**Skarner',14
10405,'Lulu**Zilean',14
10406,'Ashe**Samira',14
10407,'Riven**Taric',14
10408,'Gangplank**TahmKench',14
10409,'Gragas**Janna',14
10410,'Gnar**Sett',14
10411,'Quinn**Zilean',14
10412,'Karthus**Veigar',14
10413,'Braum**Pantheon',14
10414,'Karthus**Trundle',14
10415,'Kindred**MasterYi',14
10416,'Lissandra**Ziggs',14
10417,'FiddleSticks**Kayn',14
10418,'Gangplank**Nasus',14
10419,'Kennen**Vladimir',14
10420,'Janna**Kled',14
10421,'Ivern**Vex',14
10422,'Nunu**XinZhao',14
10423,'Akali**Lissandra',14
10424,'Cassiopeia**Singed',14
10425,'AurelionSol**Vi',14
10426,'Annie**Vex',14
10427,'Malphite**Skarner',14
10428,'MonkeyKing**Rammus',14
10429,'Corki**Zed',14
10430,'MissFortune**Xayah',14
10431,'Rakan**Seraphine',14
10432,'Bard**Singed',14
10433,'Fiora**Shen',14
10434,'Olaf**Ornn',14
10435,'Mordekaiser**Rumble',14
10436,'Cassiopeia**Gnar',14
10437,'Chogath**Urgot',14
10438,'Karthus**Rell',14
10439,'Ivern**KogMaw',14
10440,'Shen**Urgot',14
10441,'KogMaw**Syndra',14
10442,'Nami**Swain',14
10443,'Aatrox**Ivern',14
10444,'Gangplank**Gragas',14
10445,'Lissandra**Varus',14
10446,'Rell**Zoe',14
10447,'Cassiopeia**Shyvana',14
10448,'Kalista**Orianna',14
10449,'MonkeyKing**Renekton',14
10450,'Azir**Rakan',14
10451,'Corki**Rell',14
10452,'Elise**Orianna',14
10453,'Rumble**Teemo',14
10454,'Lillia**Quinn',14
10455,'Kennen**Olaf',14
10456,'Azir**Yone',14
10457,'Anivia**Kennen',14
10458,'Fiora**Ivern',14
10459,'Kennen**Zoe',14
10460,'Hecarim**XinZhao',14
10461,'Skarner**Viktor',14
10462,'Fizz**Taliyah',14
10463,'Malzahar**Rumble',14
10464,'Galio**Taliyah',14
10465,'AurelionSol**Kaisa',14
10466,'Gnar**Teemo',14
10467,'Nidalee**XinZhao',14
10468,'Heimerdinger**Zoe',14
10469,'Kalista**RekSai',14
10470,'Karthus**Khazix',14
10471,'Tryndamere**Yorick',14
10472,'Nunu**Taric',14
10473,'Vex**Zoe',14
10474,'Ivern**Teemo',14
10475,'Jayce**Riven',14
10476,'AurelionSol**Hecarim',13
10477,'MonkeyKing**Sejuani',13
10478,'Rammus**TahmKench',13
10479,'Jayce**Skarner',13
10480,'Kindred**Lillia',13
10481,'Neeko**TwistedFate',13
10482,'Maokai**Nami',13
10483,'Gangplank**MonkeyKing',13
10484,'Ivern**Malphite',13
10485,'Gangplank**Garen',13
10486,'RekSai**Renekton',13
10487,'TahmKench**Taric',13
10488,'Corki**Shyvana',13
10489,'Taliyah**Twitch',13
10490,'Lissandra**Nunu',13
10491,'Gnar**Rammus',13
10492,'Khazix**Rengar',13
10493,'Bard**Rammus',13
10494,'Galio**Ivern',13
10495,'Lillia**Nidalee',13
10496,'Garen**Riven',13
10497,'Velkoz**Zilean',13
10498,'Taliyah**Varus',13
10499,'Olaf**Quinn',13
10500,'Amumu**Shyvana',13
10501,'Nocturne**Sejuani',13
10502,'Seraphine**Taliyah',13
10503,'Olaf**Volibear',13
10504,'Fiora**Skarner',13
10505,'Caitlyn**Samira',13
10506,'Quinn**Rell',13
10507,'Taric**Urgot',13
10508,'Fizz**Kennen',13
10509,'Jax**Quinn',13
10510,'Gragas**Nidalee',13
10511,'Illaoi**Janna',13
10512,'Syndra**Taric',13
10513,'Lissandra**Udyr',13
10514,'Rammus**Singed',13
10515,'Rakan**Sejuani',13
10516,'Senna**Taric',13
10517,'Diana**Rumble',13
10518,'Akali**Skarner',13
10519,'Rakan**Swain',13
10520,'Lillia**Rammus',13
10521,'Orianna**Ziggs',13
10522,'Lillia**Olaf',13
10523,'Kled**Lissandra',13
10524,'Jayce**Kennen',13
10525,'Bard**Senna',13
10526,'Orianna**Quinn',13
10527,'Ivern**Velkoz',13
10528,'AurelionSol**Irelia',13
10529,'Quinn**Tryndamere',13
10530,'Ahri**Rumble',13
10531,'Bard**Rumble',13
10532,'Kled**Lillia',13
10533,'Rumble**Zac',13
10534,'Janna**Rammus',13
10535,'Draven**Taric',13
10536,'Kalista**Rakan',13
10537,'Corki**Olaf',13
10538,'Poppy**Shyvana',13
10539,'Annie**Vladimir',13
10540,'KogMaw**RekSai',13
10541,'Corki**Zac',13
10542,'Shaco**Taliyah',13
10543,'Gragas**Quinn',13
10544,'AurelionSol**Blitzcrank',13
10545,'RekSai**Varus',13
10546,'Orianna**RekSai',13
10547,'Karthus**TwistedFate',13
10548,'Heimerdinger**Rengar',13
10549,'Alistar**Pyke',13
10550,'Azir**Bard',13
10551,'Gnar**Rumble',13
10552,'Maokai**Swain',13
10553,'Rell**Udyr',13
10554,'Kalista**Tristana',13
10555,'Kalista**Velkoz',13
10556,'Taliyah**Xayah',13
10557,'Kalista**Shyvana',13
10558,'Gnar**Kalista',13
10559,'Corki**Maokai',13
10560,'Cassiopeia**Olaf',13
10561,'Darius**Skarner',13
10562,'Kayle**Kled',13
10563,'Kennen**Taliyah',13
10564,'Maokai**Sejuani',13
10565,'Annie**Rumble',13
10566,'Twitch**Xayah',13
10567,'Seraphine**Zyra',13
10568,'Caitlyn**Draven',13
10569,'FiddleSticks**Zac',13
10570,'Quinn**Sona',13
10571,'Gwen**Shyvana',13
10572,'Singed**Syndra',13
10573,'Quinn**TwistedFate',13
10574,'Rell**Singed',13
10575,'Nunu**Zac',13
10576,'Shen**Skarner',13
10577,'Corki**Kennen',13
10578,'Blitzcrank**Seraphine',13
10579,'Neeko**Rakan',13
10580,'Ivern**Leblanc',13
10581,'Illaoi**Ivern',13
10582,'Gragas**Shyvana',13
10583,'Camille**Riven',13
10584,'Nasus**Rumble',13
10585,'Gwen**Lillia',13
10586,'Jinx**Kalista',13
10587,'Kalista**Syndra',13
10588,'Draven**Ivern',13
10589,'Gangplank**Gwen',13
10590,'Anivia**Olaf',13
10591,'Leblanc**Malzahar',13
10592,'RekSai**Shaco',13
10593,'LeeSin**Sejuani',13
10594,'Annie**Skarner',13
10595,'Braum**Lissandra',13
10596,'Gnar**Sejuani',13
10597,'Janna**Syndra',13
10598,'Elise**Rengar',13
10599,'Kennen**Shyvana',13
10600,'Leona**Zilean',13
10601,'Kalista**Seraphine',13
10602,'Gragas**JarvanIV',13
10603,'Rumble**Sion',13
10604,'Akshan**Ivern',13
10605,'Ryze**Taliyah',13
10606,'FiddleSticks**Heimerdinger',13
10607,'Elise**Gwen',13
10608,'Hecarim**MasterYi',13
10609,'Bard**Kalista',13
10610,'KogMaw**Twitch',13
10611,'Seraphine**Skarner',13
10612,'Janna**Olaf',13
10613,'Gragas**Singed',13
10614,'Corki**Pantheon',13
10615,'Lissandra**Nidalee',13
10616,'Gwen**Ivern',13
10617,'Darius**TahmKench',13
10618,'JarvanIV**XinZhao',12
10619,'Corki**Rammus',12
10620,'Gragas**Syndra',12
10621,'MonkeyKing**Olaf',12
10622,'Cassiopeia**Gangplank',12
10623,'Aphelios**Twitch',12
10624,'Nidalee**Vi',12
10625,'MasterYi**Rammus',12
10626,'Gwen**Sejuani',12
10627,'MonkeyKing**Skarner',12
10628,'Taric**Ziggs',12
10629,'Kassadin**Taric',12
10630,'Kennen**Malzahar',12
10631,'Braum**Morgana',12
10632,'Corki**Ornn',12
10633,'MissFortune**Sivir',12
10634,'Braum**Kled',12
10635,'Rengar**Singed',12
10636,'Aatrox**Taric',12
10637,'AurelionSol**Garen',12
10638,'AurelionSol**Shen',12
10639,'Nasus**Urgot',12
10640,'Galio**Orianna',12
10641,'Kalista**Singed',12
10642,'AurelionSol**Seraphine',12
10643,'Lillia**Lissandra',12
10644,'Fiora**Gwen',12
10645,'Lissandra**Ornn',12
10646,'Kled**Olaf',12
10647,'Akshan**Rumble',12
10648,'Ivern**Neeko',12
10649,'Skarner**Soraka',12
10650,'Kassadin**Veigar',12
10651,'Sejuani**Warwick',12
10652,'AurelionSol**Twitch',12
10653,'Karthus**KogMaw',12
10654,'Sett**Yorick',12
10655,'Annie**Cassiopeia',12
10656,'Pyke**Zyra',12
10657,'Thresh**Zilean',12
10658,'Jax**Kled',12
10659,'Quinn**Syndra',12
10660,'Gragas**Velkoz',12
10661,'Gwen**Olaf',12
10662,'Rumble**Veigar',12
10663,'Braum**Heimerdinger',12
10664,'MonkeyKing**Riven',12
10665,'Heimerdinger**Kennen',12
10666,'Azir**Volibear',12
10667,'Udyr**Warwick',12
10668,'Sejuani**Singed',12
10669,'Azir**Twitch',12
10670,'Janna**Skarner',12
10671,'Azir**TahmKench',12
10672,'Evelynn**Rumble',12
10673,'Quinn**Zoe',12
10674,'Ivern**Seraphine',12
10675,'Neeko**Zilean',12
10676,'Lissandra**Qiyana',12
10677,'Ivern**Vladimir',12
10678,'Heimerdinger**Rumble',12
10679,'Karma**Zyra',12
10680,'Heimerdinger**Neeko',12
10681,'Janna**Neeko',12
10682,'Ivern**MonkeyKing',12
10683,'Aatrox**MonkeyKing',12
10684,'Sona**Swain',12
10685,'Ivern**Sion',12
10686,'Gragas**Zoe',12
10687,'Braum**Karthus',12
10688,'Poppy**RekSai',12
10689,'Sivir**Taliyah',12
10690,'Rengar**Rumble',12
10691,'Nunu**Vi',12
10692,'Anivia**Ivern',12
10693,'Lissandra**Vex',12
10694,'Evelynn**Poppy',12
10695,'Aatrox**Heimerdinger',12
10696,'Anivia**Skarner',12
10697,'Aphelios**Tristana',12
10698,'Ahri**Ivern',12
10699,'Ahri**Akshan',12
10700,'Skarner**Ziggs',12
10701,'Heimerdinger**TwistedFate',12
10702,'Kayle**Singed',12
10703,'Ivern**Renekton',12
10704,'DrMundo**Taliyah',12
10705,'Tryndamere**Urgot',12
10706,'KogMaw**Rakan',12
10707,'Maokai**Seraphine',12
10708,'Hecarim**Karthus',12
10709,'Leona**Lulu',12
10710,'Aatrox**Renekton',12
10711,'Rengar**Udyr',12
10712,'Gwen**Syndra',12
10713,'Shen**TahmKench',12
10714,'Skarner**Vex',12
10715,'Velkoz**Zoe',12
10716,'Karthus**Neeko',12
10717,'Gwen**Kled',12
10718,'Nautilus**Skarner',12
10719,'Rumble**Yorick',12
10720,'Skarner**Zyra',12
10721,'Kled**Zilean',12
10722,'Chogath**Kennen',12
10723,'JarvanIV**Kayn',12
10724,'Kalista**Rammus',12
10725,'Rumble**Vladimir',12
10726,'Elise**Trundle',12
10727,'Ahri**Taliyah',12
10728,'Kled**Shyvana',12
10729,'Karthus**Ziggs',12
10730,'Akshan**TwistedFate',12
10731,'Amumu**Udyr',12
10732,'RekSai**Viego',12
10733,'Gwen**Kennen',12
10734,'Corki**Singed',12
10735,'Braum**RekSai',12
10736,'Aatrox**Shen',12
10737,'Gwen**Rumble',12
10738,'Kennen**Riven',12
10739,'Kennen**Rumble',12
10740,'Braum**Illaoi',12
10741,'Nami**Zilean',12
10742,'Vi**XinZhao',12
10743,'Gwen**Riven',12
10744,'RekSai**Syndra',12
10745,'Ivern**Maokai',12
10746,'Ahri**Leblanc',12
10747,'AurelionSol**Yone',12
10748,'Anivia**Annie',12
10749,'Amumu**Sejuani',12
10750,'Kayn**Nunu',12
10751,'Braum**Olaf',12
10752,'Azir**Gwen',12
10753,'Azir**Zyra',12
10754,'AurelionSol**Teemo',12
10755,'Galio**Skarner',12
10756,'Caitlyn**Kaisa',12
10757,'Azir**Riven',12
10758,'Skarner**Urgot',11
10759,'Cassiopeia**Taric',11
10760,'Corki**Sylas',11
10761,'Malzahar**Vladimir',11
10762,'Sivir**Twitch',11
10763,'Kayn**Olaf',11
10764,'Janna**Seraphine',11
10765,'Gwen**Orianna',11
10766,'Ivern**Kassadin',11
10767,'Gnar**Heimerdinger',11
10768,'Heimerdinger**Shyvana',11
10769,'Ivern**LeeSin',11
10770,'Kalista**Karma',11
10771,'AurelionSol**XinZhao',11
10772,'AurelionSol**Gangplank',11
10773,'Aatrox**Tryndamere',11
10774,'JarvanIV**Khazix',11
10775,'Trundle**Udyr',11
10776,'Vi**Zac',11
10777,'Corki**Varus',11
10778,'AurelionSol**Yuumi',11
10779,'Shyvana**XinZhao',11
10780,'Fiora**Mordekaiser',11
10781,'Syndra**Vex',11
10782,'Braum**Quinn',11
10783,'Sejuani**Syndra',11
10784,'Olaf**Singed',11
10785,'Skarner**Velkoz',11
10786,'Jhin**Varus',11
10787,'Lissandra**RekSai',11
10788,'Rammus**Taric',11
10789,'Diana**Lissandra',11
10790,'AurelionSol**Soraka',11
10791,'Diana**RekSai',11
10792,'Kled**Rumble',11
10793,'Gangplank**RekSai',11
10794,'Jayce**Urgot',11
10795,'Illaoi**Rell',11
10796,'Aphelios**Ezreal',11
10797,'Rengar**Sejuani',11
10798,'Gragas**Rell',11
10799,'Kled**Varus',11
10800,'AurelionSol**Sion',11
10801,'Karma**Soraka',11
10802,'Gangplank**Sion',11
10803,'Heimerdinger**Kassadin',11
10804,'AurelionSol**Draven',11
10805,'Ashe**Kalista',11
10806,'RekSai**Warwick',11
