,Champion,Against,VS. Times,VS. Won,VS. Win Rate
13294,Gwen,Alistar,73,35,47.94520547945205
13295,Pantheon,Viktor,86,35,40.69767441860465
13296,Seraphine,Samira,62,35,56.451612903225815
13297,Morgana,Trundle,83,35,42.168674698795186
13298,Thresh,Varus,64,35,54.6875
13299,Vi,Lillia,78,35,44.871794871794876
13300,Malzahar,Zed,78,35,44.871794871794876
13301,MonkeyKing,Bard,66,35,53.03030303030303
13302,Kennen,Xerath,69,35,50.72463768115942
13303,Kassadin,Rumble,65,35,53.84615384615385
13304,Sylas,KogMaw,66,35,53.03030303030303
13305,Seraphine,Kindred,81,35,43.20987654320987
13306,Renekton,Khazix,72,35,48.61111111111111
13307,Rengar,Sion,66,35,53.03030303030303
13308,Kassadin,Orianna,76,35,46.05263157894737
13309,Sona,Rell,71,35,49.29577464788733
13310,Evelynn,Xerath,72,35,48.61111111111111
13311,Tryndamere,Vi,79,35,44.303797468354425
13312,Zoe,Seraphine,64,35,54.6875
13313,Ziggs,Katarina,80,35,43.75
13314,Syndra,Ornn,66,35,53.03030303030303
13315,DrMundo,Syndra,68,35,51.470588235294116
13316,Rakan,KogMaw,86,35,40.69767441860465
13317,Jax,Braum,71,35,49.29577464788733
13318,Warwick,Leblanc,75,35,46.666666666666664
13319,Malphite,Seraphine,81,35,43.20987654320987
13320,Vladimir,Taliyah,72,35,48.61111111111111
13321,Sett,Gnar,82,35,42.68292682926829
13322,Nidalee,Corki,70,35,50.0
13323,Caitlyn,Neeko,72,35,48.61111111111111
13324,Malzahar,Jayce,72,35,48.61111111111111
13325,Shyvana,Viktor,78,35,44.871794871794876
13326,Tryndamere,Chogath,68,35,51.470588235294116
13327,Ziggs,Evelynn,76,35,46.05263157894737
13328,Diana,Karthus,68,35,51.470588235294116
13329,Zac,Singed,65,35,53.84615384615385
13330,Kassadin,Braum,64,35,54.6875
13331,Nasus,Twitch,67,35,52.23880597014925
13332,Khazix,Annie,63,35,55.55555555555556
13333,Rumble,Galio,73,35,47.94520547945205
13334,Teemo,Shen,66,35,53.03030303030303
13335,Taliyah,Ryze,58,35,60.3448275862069
13336,Karma,Kayle,77,35,45.45454545454545
13337,Janna,DrMundo,70,35,50.0
13338,Vex,Swain,76,35,46.05263157894737
13339,Gangplank,Xerath,83,35,42.168674698795186
13340,MissFortune,KogMaw,79,35,44.303797468354425
13341,Warwick,Jax,80,35,43.75
13342,MasterYi,XinZhao,88,35,39.77272727272727
13343,Veigar,Seraphine,65,35,53.84615384615385
13344,Blitzcrank,Anivia,87,35,40.229885057471265
13345,Vi,Rengar,73,35,47.94520547945205
13346,Lissandra,Nautilus,68,35,51.470588235294116
13347,Maokai,Galio,78,35,44.871794871794876
13348,Braum,Kayn,69,35,50.72463768115942
13349,Qiyana,KogMaw,63,35,55.55555555555556
13350,Jayce,Sivir,72,35,48.61111111111111
13351,Kaisa,Diana,86,35,40.69767441860465
13352,Rell,Shen,65,35,53.84615384615385
13353,Xayah,Swain,64,35,54.6875
13354,Draven,Zyra,69,35,50.72463768115942
13355,Tristana,Gragas,71,35,49.29577464788733
13356,Sion,Zilean,67,35,52.23880597014925
13357,Ivern,Yone,79,35,44.303797468354425
13358,Veigar,Trundle,67,35,52.23880597014925
13359,Nocturne,Nidalee,75,35,46.666666666666664
13360,Aphelios,Annie,74,35,47.2972972972973
13361,XinZhao,Taliyah,78,35,44.871794871794876
13362,Sion,Poppy,60,35,58.333333333333336
13363,Vladimir,Renekton,66,35,53.03030303030303
13364,Kayle,Darius,57,35,61.40350877192983
13365,Maokai,Senna,50,35,70.0
13366,Chogath,Zilean,64,35,54.6875
13367,Bard,Cassiopeia,68,35,51.470588235294116
13368,Jax,Velkoz,59,35,59.32203389830508
13369,Ashe,Rengar,56,35,62.5
13370,Rengar,Shen,85,35,41.17647058823529
13371,Malzahar,Hecarim,73,35,47.94520547945205
13372,Kindred,Garen,67,35,52.23880597014925
13373,Cassiopeia,TwistedFate,74,35,47.2972972972973
13374,Nasus,Aphelios,72,35,48.61111111111111
13375,Janna,RekSai,72,35,48.61111111111111
13376,Brand,Jayce,94,35,37.234042553191486
13377,Senna,Evelynn,87,35,40.229885057471265
13378,Renekton,Janna,73,35,47.94520547945205
13379,Vex,Kayle,86,35,40.69767441860465
13380,Kled,Sett,63,35,55.55555555555556
13381,Veigar,Lillia,72,35,48.61111111111111
13382,Kassadin,Trundle,82,35,42.68292682926829
13383,Tristana,Mordekaiser,57,35,61.40350877192983
13384,Twitch,Swain,61,35,57.377049180327866
13385,Urgot,Shaco,63,35,55.55555555555556
13386,JarvanIV,Ahri,64,35,54.6875
13387,Zac,Lissandra,63,35,55.55555555555556
13388,Qiyana,Maokai,82,35,42.68292682926829
13389,Rengar,Gragas,77,35,45.45454545454545
13390,Veigar,Teemo,62,35,56.451612903225815
13391,Ryze,Orianna,56,35,62.5
13392,Urgot,Kaisa,78,35,44.871794871794876
13393,Maokai,Kassadin,67,35,52.23880597014925
13394,Janna,Brand,72,35,48.61111111111111
13395,Urgot,Akshan,60,35,58.333333333333336
13396,Nasus,Kaisa,70,35,50.0
13397,Diana,Jax,81,35,43.20987654320987
13398,Corki,Nidalee,70,35,50.0
13399,Urgot,TwistedFate,66,35,53.03030303030303
13400,Fiora,Kayle,78,35,44.871794871794876
13401,Anivia,TahmKench,57,35,61.40350877192983
13402,Samira,Teemo,66,35,53.03030303030303
13403,Velkoz,Vayne,91,35,38.46153846153847
13404,Ashe,Anivia,55,35,63.63636363636363
13405,Kalista,Vex,62,35,56.451612903225815
13406,Kalista,MissFortune,73,35,47.94520547945205
13407,MonkeyKing,Karthus,74,35,47.2972972972973
13408,Corki,Malphite,65,35,53.84615384615385
13409,Jax,Anivia,73,35,47.94520547945205
13410,Khazix,Pantheon,67,35,52.23880597014925
13411,Yuumi,Ivern,79,35,44.303797468354425
13412,Teemo,Orianna,68,35,51.470588235294116
13413,Pantheon,Twitch,75,35,46.666666666666664
13414,Kindred,FiddleSticks,67,35,52.23880597014925
13415,Kindred,Trundle,73,35,47.94520547945205
13416,Nocturne,TahmKench,59,35,59.32203389830508
13417,Tristana,TahmKench,69,35,50.72463768115942
13418,Katarina,Gangplank,60,35,58.333333333333336
13419,Rammus,Ezreal,64,35,54.6875
13420,Twitch,Gangplank,73,35,47.94520547945205
13421,Nautilus,Fizz,63,35,55.55555555555556
13422,Bard,Gnar,67,35,52.23880597014925
13423,Annie,Viktor,95,35,36.84210526315789
13424,Rumble,Teemo,62,35,56.451612903225815
13425,Vayne,Neeko,48,35,72.91666666666666
13426,Pantheon,Leblanc,80,35,43.75
13427,Ryze,Soraka,97,35,36.08247422680412
13428,XinZhao,Kalista,69,35,50.72463768115942
13429,Anivia,Xayah,61,35,57.377049180327866
13430,Nunu,TahmKench,67,35,52.23880597014925
13431,TahmKench,Brand,59,35,59.32203389830508
13432,Pyke,Mordekaiser,75,35,46.666666666666664
13433,Senna,Gragas,89,35,39.325842696629216
13434,MonkeyKing,XinZhao,69,35,50.72463768115942
13435,Nautilus,Mordekaiser,69,35,50.72463768115942
13436,Ryze,Senna,80,35,43.75
13437,Garen,Rengar,66,35,53.03030303030303
13438,Janna,Alistar,65,35,53.84615384615385
13439,Riven,Trundle,74,34,45.94594594594595
13440,Renekton,Senna,66,34,51.515151515151516
13441,Kennen,Veigar,74,34,45.94594594594595
13442,Warwick,Vladimir,63,34,53.96825396825397
13443,Lissandra,Senna,66,34,51.515151515151516
13444,Zilean,Elise,72,34,47.22222222222222
13445,Kaisa,Garen,81,34,41.9753086419753
13446,TwistedFate,Volibear,60,34,56.666666666666664
13447,Ziggs,Urgot,59,34,57.6271186440678
13448,Vladimir,Malzahar,66,34,51.515151515151516
13449,Xayah,Gnar,83,34,40.963855421686745
13450,Seraphine,Gwen,68,34,50.0
13451,Nasus,Xerath,63,34,53.96825396825397
13452,Corki,Zac,62,34,54.83870967741935
13453,Rakan,Sejuani,65,34,52.307692307692314
13454,Rengar,Galio,70,34,48.57142857142857
13455,Evelynn,Gragas,73,34,46.57534246575342
13456,Diana,Shaco,67,34,50.74626865671642
13457,Syndra,Rell,72,34,47.22222222222222
13458,Syndra,Corki,83,34,40.963855421686745
13459,DrMundo,Vladimir,65,34,52.307692307692314
13460,Ryze,Katarina,84,34,40.476190476190474
13461,Kayn,Braum,69,34,49.275362318840585
13462,MonkeyKing,Aatrox,72,34,47.22222222222222
13463,FiddleSticks,Ziggs,60,34,56.666666666666664
13464,Gragas,Trundle,66,34,51.515151515151516
13465,Tristana,Shen,73,34,46.57534246575342
13466,Malphite,MasterYi,70,34,48.57142857142857
13467,Cassiopeia,Sona,65,34,52.307692307692314
13468,Syndra,Sion,62,34,54.83870967741935
13469,Kayn,Corki,71,34,47.88732394366197
13470,Riven,Sion,72,34,47.22222222222222
13471,Brand,Xerath,88,34,38.63636363636363
13472,Morgana,Kennen,73,34,46.57534246575342
13473,Ahri,Nautilus,63,34,53.96825396825397
13474,Sylas,Azir,54,34,62.96296296296296
13475,Katarina,Amumu,65,34,52.307692307692314
13476,Volibear,Jax,79,34,43.037974683544306
13477,Trundle,Rengar,70,34,48.57142857142857
13478,Shen,FiddleSticks,64,34,53.125
13479,Malphite,RekSai,76,34,44.73684210526316
13480,Vladimir,Ahri,62,34,54.83870967741935
13481,Tristana,Morgana,83,34,40.963855421686745
13482,JarvanIV,MasterYi,69,34,49.275362318840585
13483,Twitch,Lissandra,78,34,43.58974358974359
13484,Varus,Lucian,72,34,47.22222222222222
13485,Heimerdinger,Leona,60,34,56.666666666666664
13486,Diana,JarvanIV,68,34,50.0
13487,Seraphine,Singed,55,34,61.81818181818181
13488,Ashe,Shaco,79,34,43.037974683544306
13489,Gwen,Seraphine,68,34,50.0
13490,Kalista,Karma,72,34,47.22222222222222
13491,Shyvana,Yuumi,45,34,75.55555555555556
13492,Diana,TwistedFate,83,34,40.963855421686745
13493,Nocturne,Morgana,77,34,44.15584415584416
13494,Samira,Tryndamere,62,34,54.83870967741935
13495,KogMaw,Syndra,57,34,59.64912280701754
13496,Kennen,Renekton,76,34,44.73684210526316
13497,Volibear,Xerath,57,34,59.64912280701754
13498,Ryze,JarvanIV,76,34,44.73684210526316
13499,Twitch,Zyra,70,34,48.57142857142857
13500,Karthus,Pantheon,62,34,54.83870967741935
13501,Jax,Malzahar,56,34,60.71428571428571
13502,Rumble,Khazix,88,34,38.63636363636363
13503,Seraphine,Rengar,79,34,43.037974683544306
13504,Seraphine,Shaco,74,34,45.94594594594595
13505,Garen,Ziggs,65,34,52.307692307692314
13506,Shaco,Gragas,72,34,47.22222222222222
13507,Mordekaiser,Nautilus,69,34,49.275362318840585
13508,FiddleSticks,Sona,86,34,39.53488372093023
13509,Vex,Azir,66,34,51.515151515151516
13510,Renekton,RekSai,67,34,50.74626865671642
13511,Varus,Lux,71,34,47.88732394366197
13512,JarvanIV,Fizz,52,34,65.38461538461539
13513,Janna,Volibear,64,34,53.125
13514,Sona,Ryze,69,34,49.275362318840585
13515,Zed,Ivern,65,34,52.307692307692314
13516,Senna,MasterYi,58,34,58.620689655172406
13517,Varus,Lulu,87,34,39.08045977011494
13518,Sett,Pantheon,87,34,39.08045977011494
13519,Viktor,Varus,69,34,49.275362318840585
13520,Chogath,Syndra,67,34,50.74626865671642
13521,Poppy,Maokai,70,34,48.57142857142857
13522,Galio,Taliyah,79,34,43.037974683544306
13523,Lissandra,Darius,61,34,55.73770491803278
13524,Elise,Riven,67,34,50.74626865671642
13525,Shaco,Vi,83,34,40.963855421686745
13526,Zac,Soraka,85,34,40.0
13527,Twitch,Volibear,70,34,48.57142857142857
13528,Janna,Kayle,58,34,58.620689655172406
13529,Orianna,Galio,66,34,51.515151515151516
13530,Ahri,Akali,73,34,46.57534246575342
13531,Fizz,Leblanc,82,34,41.46341463414634
13532,Pyke,Kalista,62,34,54.83870967741935
13533,Amumu,Lillia,65,34,52.307692307692314
13534,Sion,Janna,78,34,43.58974358974359
13535,Fiora,Chogath,65,34,52.307692307692314
13536,Camille,Heimerdinger,81,34,41.9753086419753
13537,Diana,Gragas,60,34,56.666666666666664
13538,Ahri,Karthus,70,34,48.57142857142857
13539,Sona,Velkoz,50,34,68.0
13540,JarvanIV,Diana,68,34,50.0
13541,Sion,Samira,63,34,53.96825396825397
13542,Karthus,Maokai,64,34,53.125
13543,Katarina,Singed,74,34,45.94594594594595
13544,Anivia,Nautilus,61,34,55.73770491803278
13545,Corki,Vi,73,34,46.57534246575342
13546,MonkeyKing,Jax,59,34,57.6271186440678
13547,Qiyana,Sivir,63,34,53.96825396825397
13548,Zyra,Jax,53,34,64.15094339622641
13549,Volibear,Riven,65,34,52.307692307692314
13550,Nasus,Talon,84,34,40.476190476190474
13551,Ahri,Samira,67,34,50.74626865671642
13552,Yuumi,KogMaw,60,34,56.666666666666664
13553,Sett,Nasus,57,34,59.64912280701754
13554,MonkeyKing,Shen,63,34,53.96825396825397
13555,Kalista,XinZhao,69,34,49.275362318840585
13556,Gangplank,Tristana,62,34,54.83870967741935
13557,Rengar,Chogath,55,34,61.81818181818181
13558,Udyr,Camille,68,34,50.0
13559,Nasus,Qiyana,70,34,48.57142857142857
13560,Karthus,Rumble,77,34,44.15584415584416
13561,AurelionSol,Yone,51,34,66.66666666666666
13562,Vladimir,Trundle,86,34,39.53488372093023
13563,Diana,Zac,62,34,54.83870967741935
13564,Xerath,Kled,49,34,69.38775510204081
13565,Udyr,Jayce,75,34,45.33333333333333
13566,Malphite,Shaco,71,34,47.88732394366197
13567,Evelynn,Vladimir,78,34,43.58974358974359
13568,TahmKench,Tristana,69,34,49.275362318840585
13569,Nasus,Soraka,58,34,58.620689655172406
13570,Akshan,Ahri,57,34,59.64912280701754
13571,Samira,Ryze,58,34,58.620689655172406
13572,Elise,Aatrox,70,34,48.57142857142857
13573,Nautilus,Samira,74,34,45.94594594594595
13574,Volibear,Xayah,74,34,45.94594594594595
13575,Gangplank,Tryndamere,62,34,54.83870967741935
13576,Zac,Lillia,89,34,38.20224719101123
13577,XinZhao,MonkeyKing,69,34,49.275362318840585
13578,Tristana,Diana,60,34,56.666666666666664
13579,Vi,Nunu,57,34,59.64912280701754
13580,Alistar,Zoe,72,34,47.22222222222222
13581,Twitch,FiddleSticks,74,34,45.94594594594595
13582,Evelynn,Lillia,64,34,53.125
13583,Xerath,RekSai,75,34,45.33333333333333
13584,Samira,Shen,81,34,41.9753086419753
13585,Quinn,Thresh,65,34,52.307692307692314
13586,Morgana,Volibear,54,34,62.96296296296296
13587,Kennen,RekSai,74,34,45.94594594594595
13588,Ahri,Karma,83,34,40.963855421686745
13589,Twitch,Chogath,79,34,43.037974683544306
13590,Ryze,Seraphine,60,34,56.666666666666664
13591,Ivern,Irelia,69,34,49.275362318840585
13592,Vex,Velkoz,71,34,47.88732394366197
13593,KogMaw,Xayah,62,34,54.83870967741935
13594,Shaco,Ahri,55,34,61.81818181818181
13595,Veigar,Alistar,65,34,52.307692307692314
13596,Samira,Morgana,79,34,43.037974683544306
13597,Lissandra,Jax,76,34,44.73684210526316
13598,Fiora,Gangplank,70,34,48.57142857142857
13599,Diana,XinZhao,65,34,52.307692307692314
13600,Tryndamere,Cassiopeia,63,34,53.96825396825397
13601,Aatrox,Diana,72,34,47.22222222222222
13602,Nautilus,Brand,64,34,53.125
13603,Talon,Azir,72,34,47.22222222222222
13604,Gangplank,Jax,72,34,47.22222222222222
13605,Chogath,Zac,57,34,59.64912280701754
13606,Aatrox,Trundle,81,34,41.9753086419753
13607,Xerath,Mordekaiser,61,34,55.73770491803278
13608,MissFortune,Shyvana,67,34,50.74626865671642
13609,Ivern,Draven,70,34,48.57142857142857
13610,Tryndamere,Singed,63,34,53.96825396825397
13611,Lucian,Olaf,70,34,48.57142857142857
13612,Garen,Khazix,81,34,41.9753086419753
13613,Shen,DrMundo,64,34,53.125
13614,Varus,Yasuo,64,34,53.125
13615,Ivern,Pyke,65,34,52.307692307692314
13616,Maokai,Gragas,62,34,54.83870967741935
13617,Katarina,Diana,75,34,45.33333333333333
13618,Xerath,Kennen,69,34,49.275362318840585
13619,Zac,Nunu,81,34,41.9753086419753
13620,Gwen,Lillia,73,34,46.57534246575342
13621,Brand,Rengar,57,34,59.64912280701754
13622,Maokai,Riven,57,34,59.64912280701754
13623,Pyke,Kled,56,34,60.71428571428571
13624,Janna,Trundle,67,34,50.74626865671642
13625,Brand,Vladimir,64,34,53.125
13626,Gragas,Morgana,73,34,46.57534246575342
13627,JarvanIV,Renekton,64,34,53.125
13628,RekSai,Aatrox,67,34,50.74626865671642
13629,Lux,Olaf,81,34,41.9753086419753
13630,Zilean,Rumble,79,34,43.037974683544306
13631,Vi,Gwen,63,34,53.96825396825397
13632,Sion,Cassiopeia,56,34,60.71428571428571
13633,Azir,Caitlyn,74,34,45.94594594594595
13634,Twitch,RekSai,80,34,42.5
13635,Zilean,Trundle,77,34,44.15584415584416
13636,LeeSin,Quinn,73,34,46.57534246575342
13637,Gragas,Brand,61,34,55.73770491803278
13638,Jhin,Yorick,64,34,53.125
13639,Nocturne,Shen,67,34,50.74626865671642
13640,Quinn,Irelia,61,34,55.73770491803278
13641,Trundle,Zoe,65,34,52.307692307692314
13642,Shyvana,Yone,82,34,41.46341463414634
13643,Akshan,Warwick,70,34,48.57142857142857
13644,Karthus,Seraphine,85,34,40.0
13645,Ashe,FiddleSticks,63,34,53.96825396825397
13646,Rengar,Ziggs,70,34,48.57142857142857
13647,Kled,Xayah,75,34,45.33333333333333
13648,Nidalee,MonkeyKing,72,34,47.22222222222222
13649,MonkeyKing,Twitch,67,34,50.74626865671642
13650,Gnar,Irelia,82,34,41.46341463414634
13651,Renekton,Soraka,72,34,47.22222222222222
13652,Cassiopeia,Kaisa,75,34,45.33333333333333
13653,Fizz,Riven,60,34,56.666666666666664
13654,Mordekaiser,Jayce,65,34,52.307692307692314
13655,Teemo,Morgana,72,34,47.22222222222222
13656,Malphite,Nocturne,63,34,53.96825396825397
13657,Ryze,Zilean,85,34,40.0
13658,Lissandra,Kennen,63,34,53.96825396825397
13659,Garen,JarvanIV,66,34,51.515151515151516
13660,Olaf,Caitlyn,74,34,45.94594594594595
13661,Corki,Ziggs,53,34,64.15094339622641
13662,Morgana,Renekton,75,34,45.33333333333333
13663,Galio,Trundle,71,34,47.88732394366197
13664,Volibear,Ashe,59,34,57.6271186440678
13665,Elise,JarvanIV,57,34,59.64912280701754
13666,Urgot,Nautilus,72,34,47.22222222222222
13667,Seraphine,Kassadin,66,34,51.515151515151516
13668,Zoe,Shaco,70,34,48.57142857142857
13669,FiddleSticks,Evelynn,71,34,47.88732394366197
13670,Blitzcrank,Zyra,67,34,50.74626865671642
13671,Urgot,Veigar,58,34,58.620689655172406
13672,Velkoz,Yuumi,75,34,45.33333333333333
13673,Velkoz,Zed,91,34,37.362637362637365
13674,Bard,Seraphine,70,34,48.57142857142857
13675,FiddleSticks,Kayn,77,34,44.15584415584416
13676,Darius,Veigar,79,34,43.037974683544306
13677,Ashe,Urgot,55,34,61.81818181818181
13678,TwistedFate,Mordekaiser,61,34,55.73770491803278
13679,Zyra,Draven,69,34,49.275362318840585
13680,Zoe,Katarina,91,34,37.362637362637365
13681,Sejuani,Lulu,76,34,44.73684210526316
13682,KogMaw,Karma,75,34,45.33333333333333
13683,Teemo,Janna,60,34,56.666666666666664
13684,Samira,Renekton,73,34,46.57534246575342
13685,Fizz,Kayn,59,34,57.6271186440678
13686,Katarina,Maokai,76,34,44.73684210526316
13687,Corki,Rengar,56,34,60.71428571428571
13688,Maokai,Jax,73,34,46.57534246575342
13689,MonkeyKing,Kaisa,75,34,45.33333333333333
13690,Aphelios,Zyra,84,34,40.476190476190474
13691,Nidalee,FiddleSticks,74,34,45.94594594594595
13692,Gnar,Leblanc,63,34,53.96825396825397
13693,Camille,Udyr,68,34,50.0
13694,Malphite,MonkeyKing,56,34,60.71428571428571
13695,TwistedFate,Kayle,67,34,50.74626865671642
13696,Kayle,Shen,66,34,51.515151515151516
13697,Vi,Alistar,56,34,60.71428571428571
13698,Garen,Veigar,56,34,60.71428571428571
13699,Syndra,Morgana,79,34,43.037974683544306
13700,Rengar,Lillia,55,34,61.81818181818181
13701,FiddleSticks,Blitzcrank,86,34,39.53488372093023
13702,Sivir,Sylas,58,34,58.620689655172406
13703,Pyke,Volibear,75,34,45.33333333333333
13704,Ashe,Nunu,64,34,53.125
13705,Teemo,Zilean,78,34,43.58974358974359
13706,Azir,Thresh,70,34,48.57142857142857
13707,Lissandra,Akshan,63,34,53.96825396825397
13708,Morgana,Riven,77,34,44.15584415584416
13709,Gwen,Diana,65,34,52.307692307692314
13710,Nocturne,Zac,59,34,57.6271186440678
13711,Darius,Tristana,81,34,41.9753086419753
13712,Jinx,Neeko,65,34,52.307692307692314
13713,Zilean,Warwick,66,34,51.515151515151516
13714,Corki,Janna,60,33,55.00000000000001
13715,Syndra,Urgot,63,33,52.38095238095239
13716,Brand,Gwen,49,33,67.3469387755102
13717,Xerath,Warwick,74,33,44.5945945945946
13718,Karthus,Diana,68,33,48.529411764705884
13719,Karma,Taric,55,33,60.0
13720,Shaco,Diana,67,33,49.25373134328358
13721,MissFortune,Azir,66,33,50.0
13722,Aatrox,Vi,80,33,41.25
13723,Lulu,Shyvana,74,33,44.5945945945946
13724,Twitch,Rell,74,33,44.5945945945946
13725,Swain,Akali,66,33,50.0
13726,Twitch,MonkeyKing,67,33,49.25373134328358
13727,Kaisa,Ahri,79,33,41.77215189873418
13728,Xerath,Amumu,63,33,52.38095238095239
13729,Evelynn,Rengar,72,33,45.83333333333333
13730,Xayah,DrMundo,82,33,40.243902439024396
13731,Annie,Pyke,58,33,56.896551724137936
13732,Akshan,FiddleSticks,70,33,47.14285714285714
13733,DrMundo,Xerath,65,33,50.76923076923077
13734,Veigar,Vi,61,33,54.09836065573771
13735,Malzahar,Leona,73,33,45.20547945205479
13736,KogMaw,Xerath,62,33,53.2258064516129
13737,Lulu,Taric,64,33,51.5625
13738,Lissandra,Diana,57,33,57.89473684210527
13739,Ahri,Kassadin,64,33,51.5625
13740,Braum,XinZhao,59,33,55.932203389830505
13741,Maokai,XinZhao,70,33,47.14285714285714
13742,Ekko,Heimerdinger,66,33,50.0
13743,Sion,Tristana,70,33,47.14285714285714
13744,Rumble,Janna,62,33,53.2258064516129
13745,Vi,Nidalee,76,33,43.42105263157895
13746,Hecarim,Kled,76,33,43.42105263157895
13747,Fiora,Malzahar,51,33,64.70588235294117
13748,Akali,Pantheon,66,33,50.0
13749,Vladimir,FiddleSticks,75,33,44.0
13750,Pyke,Braum,65,33,50.76923076923077
13751,Fizz,Soraka,66,33,50.0
13752,Lux,Neeko,57,33,57.89473684210527
13753,Vladimir,Anivia,70,33,47.14285714285714
13754,Rell,Ryze,59,33,55.932203389830505
13755,Singed,Alistar,58,33,56.896551724137936
13756,Vex,Fizz,69,33,47.82608695652174
13757,Graves,Illaoi,44,33,75.0
13758,Samira,Maokai,69,33,47.82608695652174
13759,Lillia,JarvanIV,79,33,41.77215189873418
13760,Kaisa,Chogath,76,33,43.42105263157895
13761,Fiora,Lissandra,66,33,50.0
13762,Zyra,Kayn,64,33,51.5625
13763,Cassiopeia,Veigar,56,33,58.92857142857143
13764,MonkeyKing,Zoe,65,33,50.76923076923077
13765,Shyvana,MissFortune,67,33,49.25373134328358
13766,Trundle,Janna,67,33,49.25373134328358
13767,Zac,Ashe,65,33,50.76923076923077
13768,Janna,Morgana,63,33,52.38095238095239
13769,Kennen,Vi,55,33,60.0
13770,Zac,Braum,62,33,53.2258064516129
13771,Shaco,Sion,63,33,52.38095238095239
13772,Urgot,Galio,69,33,47.82608695652174
13773,Orianna,TahmKench,58,33,56.896551724137936
13774,Nunu,Lillia,64,33,51.5625
13775,Lissandra,Fiora,66,33,50.0
13776,Irelia,Heimerdinger,66,33,50.0
13777,Sejuani,Qiyana,58,33,56.896551724137936
13778,Singed,Tristana,64,33,51.5625
13779,Shaco,Tryndamere,75,33,44.0
13780,Kassadin,Pantheon,71,33,46.478873239436616
13781,Cassiopeia,Bard,68,33,48.529411764705884
13782,Braum,Galio,57,33,57.89473684210527
13783,Trundle,Singed,64,33,51.5625
13784,Orianna,JarvanIV,70,33,47.14285714285714
13785,Rammus,Yone,49,33,67.3469387755102
13786,Zyra,Jayce,65,33,50.76923076923077
13787,Aphelios,Kled,66,33,50.0
13788,KogMaw,Ryze,45,33,73.33333333333333
13789,Aatrox,RekSai,67,33,49.25373134328358
13790,Gangplank,Nocturne,63,33,52.38095238095239
13791,Alistar,Soraka,79,33,41.77215189873418
13792,Syndra,Nunu,75,33,44.0
13793,Zac,Ziggs,76,33,43.42105263157895
13794,MasterYi,Fiora,69,33,47.82608695652174
13795,Shen,MasterYi,55,33,60.0
13796,Sett,Singed,64,33,51.5625
13797,Leona,Kalista,63,33,52.38095238095239
13798,Orianna,Teemo,68,33,48.529411764705884
13799,Jayce,Azir,73,33,45.20547945205479
13800,Ornn,Soraka,70,33,47.14285714285714
13801,Trundle,Garen,57,33,57.89473684210527
13802,Malphite,Karthus,84,33,39.285714285714285
13803,Zilean,Taliyah,71,33,46.478873239436616
13804,Rumble,Zoe,75,33,44.0
13805,Azir,MissFortune,66,33,50.0
13806,Rengar,Gwen,75,33,44.0
13807,Akshan,Volibear,52,33,63.46153846153846
13808,Vi,Trundle,72,33,45.83333333333333
13809,Chogath,Trundle,58,33,56.896551724137936
13810,Bard,Lissandra,70,33,47.14285714285714
13811,Trundle,Sejuani,59,33,55.932203389830505
13812,Ryze,Renekton,72,33,45.83333333333333
13813,Shen,Nocturne,67,33,49.25373134328358
13814,Sylas,Malzahar,63,33,52.38095238095239
13815,Chogath,Tryndamere,68,33,48.529411764705884
13816,Fiora,Corki,61,33,54.09836065573771
13817,Soraka,Gangplank,77,33,42.857142857142854
13818,RekSai,Ashe,64,33,51.5625
13819,Kled,Aphelios,66,33,50.0
13820,Karthus,Amumu,58,33,56.896551724137936
13821,Annie,Soraka,82,33,40.243902439024396
13822,Rell,Soraka,71,33,46.478873239436616
13823,Zac,Rumble,62,33,53.2258064516129
13824,Vayne,Rammus,64,33,51.5625
13825,Lucian,Rammus,58,33,56.896551724137936
13826,AurelionSol,Lux,50,33,66.0
13827,Kassadin,Ornn,65,33,50.76923076923077
13828,Kayn,Malzahar,62,33,53.2258064516129
13829,Brand,Zac,55,33,60.0
13830,Pyke,Zyra,65,33,50.76923076923077
13831,Gnar,Kassadin,54,33,61.111111111111114
13832,Darius,Nunu,74,33,44.5945945945946
13833,RekSai,Akshan,69,33,47.82608695652174
13834,Corki,Kassadin,75,33,44.0
13835,Draven,KogMaw,75,33,44.0
13836,Evelynn,Alistar,60,33,55.00000000000001
13837,Darius,RekSai,71,33,46.478873239436616
13838,Nautilus,Seraphine,75,33,44.0
13839,Nocturne,Riven,79,33,41.77215189873418
13840,Zoe,Nunu,62,33,53.2258064516129
13841,Gwen,Gangplank,72,33,45.83333333333333
13842,Soraka,Pantheon,61,33,54.09836065573771
13843,Volibear,Darius,57,33,57.89473684210527
13844,Zoe,Zac,81,33,40.74074074074074
13845,Teemo,Karthus,86,33,38.372093023255815
13846,Evelynn,Samira,71,33,46.478873239436616
13847,Kled,Riven,56,33,58.92857142857143
13848,Samira,Zac,78,33,42.30769230769231
13849,RekSai,Veigar,58,33,56.896551724137936
13850,Braum,Nidalee,56,33,58.92857142857143
13851,Darius,Kennen,94,33,35.1063829787234
13852,Volibear,Renekton,62,33,53.2258064516129
13853,Ziggs,Lissandra,66,33,50.0
13854,Fizz,Kassadin,72,33,45.83333333333333
13855,Poppy,Orianna,65,33,50.76923076923077
13856,XinZhao,Urgot,55,33,60.0
13857,Shaco,DrMundo,60,33,55.00000000000001
