,Champion,Against,VS. Times,VS. Won,VS. Win Rate
17391,Heimerdinger,Galio,37,23,62.16216216216216
17392,Elise,Sion,36,23,63.888888888888886
17393,MonkeyKing,Veigar,50,23,46.0
17394,Warwick,Corki,42,23,54.761904761904766
17395,Cassiopeia,Zoe,66,23,34.84848484848485
17396,Zyra,Vladimir,40,23,57.49999999999999
17397,Swain,Teemo,35,23,65.71428571428571
17398,Diana,Trundle,53,23,43.39622641509434
17399,Lissandra,Samira,48,23,47.91666666666667
17400,XinZhao,KogMaw,51,23,45.09803921568628
17401,Ahri,Gwen,40,23,57.49999999999999
17402,Olaf,Karma,48,23,47.91666666666667
17403,Nidalee,Heimerdinger,49,23,46.93877551020408
17404,DrMundo,Singed,48,23,47.91666666666667
17405,Nocturne,Kennen,53,23,43.39622641509434
17406,Aatrox,Singed,54,23,42.592592592592595
17407,Kassadin,Shyvana,43,23,53.48837209302325
17408,Rammus,Caitlyn,49,23,46.93877551020408
17409,MasterYi,Zac,52,23,44.230769230769226
17410,Cassiopeia,Kennen,45,23,51.11111111111111
17411,Gragas,Amumu,49,23,46.93877551020408
17412,Veigar,Maokai,50,23,46.0
17413,Corki,Lillia,59,23,38.983050847457626
17414,Orianna,Evelynn,42,23,54.761904761904766
17415,Ashe,Fizz,40,23,57.49999999999999
17416,Ornn,Galio,54,23,42.592592592592595
17417,Sylas,Heimerdinger,55,23,41.81818181818181
17418,Alistar,Lissandra,47,23,48.93617021276596
17419,Malzahar,Gwen,43,23,53.48837209302325
17420,XinZhao,Quinn,39,23,58.97435897435898
17421,Neeko,Vex,49,23,46.93877551020408
17422,Tryndamere,MasterYi,49,23,46.93877551020408
17423,Poppy,Anivia,49,23,46.93877551020408
17424,Chogath,Janna,48,23,47.91666666666667
17425,Galio,Kled,40,23,57.49999999999999
17426,Syndra,Ivern,41,23,56.09756097560976
17427,Annie,Rumble,38,23,60.526315789473685
17428,Zilean,Velkoz,40,23,57.49999999999999
17429,Sona,Chogath,60,23,38.333333333333336
17430,Rell,Malphite,42,23,54.761904761904766
17431,Janna,Warwick,50,23,46.0
17432,Diana,Brand,44,23,52.27272727272727
17433,Gangplank,Evelynn,54,23,42.592592592592595
17434,DrMundo,Amumu,38,23,60.526315789473685
17435,Azir,Xerath,36,23,63.888888888888886
17436,RekSai,Sion,50,23,46.0
17437,Morgana,Rumble,50,23,46.0
17438,Veigar,Nasus,37,23,62.16216216216216
17439,Taliyah,TahmKench,47,23,48.93617021276596
17440,Cassiopeia,Orianna,42,23,54.761904761904766
17441,Morgana,Singed,49,23,46.93877551020408
17442,Tristana,Rell,59,23,38.983050847457626
17443,Rell,Kalista,33,23,69.6969696969697
17444,Brand,Warwick,42,23,54.761904761904766
17445,Singed,MasterYi,29,23,79.3103448275862
17446,Morgana,Zoe,63,23,36.507936507936506
17447,Khazix,Swain,53,23,43.39622641509434
17448,Sivir,Senna,42,23,54.761904761904766
17449,MonkeyKing,TahmKench,40,23,57.49999999999999
17450,MonkeyKing,Nunu,47,23,48.93617021276596
17451,Maokai,Braum,38,23,60.526315789473685
17452,Talon,Rammus,44,23,52.27272727272727
17453,Alistar,Anivia,47,23,48.93617021276596
17454,RekSai,Fizz,41,23,56.09756097560976
17455,XinZhao,Ivern,43,23,53.48837209302325
17456,Sion,Kayle,45,23,51.11111111111111
17457,Blitzcrank,Kalista,53,23,43.39622641509434
17458,Ahri,Lissandra,34,23,67.64705882352942
17459,KogMaw,Darius,47,23,48.93617021276596
17460,Evelynn,Singed,52,23,44.230769230769226
17461,Kennen,Brand,41,23,56.09756097560976
17462,Vi,Rumble,44,23,52.27272727272727
17463,Rell,Vi,47,23,48.93617021276596
17464,Kindred,Sivir,38,23,60.526315789473685
17465,Aatrox,Rell,63,23,36.507936507936506
17466,Rell,FiddleSticks,34,23,67.64705882352942
17467,Ahri,Corki,41,23,56.09756097560976
17468,Braum,Trundle,38,23,60.526315789473685
17469,Sivir,Hecarim,51,23,45.09803921568628
17470,Karthus,Sivir,52,23,44.230769230769226
17471,Kindred,Pantheon,44,23,52.27272727272727
17472,MonkeyKing,Elise,42,23,54.761904761904766
17473,Zac,Chogath,57,23,40.35087719298245
17474,Syndra,Neeko,35,23,65.71428571428571
17475,Kled,TwistedFate,48,23,47.91666666666667
17476,Olaf,Zed,40,23,57.49999999999999
17477,Heimerdinger,Shaco,46,23,50.0
17478,Skarner,Irelia,40,23,57.49999999999999
17479,Veigar,Amumu,41,23,56.09756097560976
17480,Malphite,Cassiopeia,56,23,41.07142857142857
17481,Viktor,Illaoi,36,23,63.888888888888886
17482,Volibear,Garen,41,23,56.09756097560976
17483,Rumble,RekSai,46,23,50.0
17484,Malphite,Nasus,53,23,43.39622641509434
17485,Vladimir,Rell,54,23,42.592592592592595
17486,Elise,Trundle,38,23,60.526315789473685
17487,Shen,Amumu,50,23,46.0
17488,Trundle,Kayle,47,23,48.93617021276596
17489,Ivern,Poppy,48,23,47.91666666666667
17490,Swain,Bard,43,23,53.48837209302325
17491,Taliyah,Veigar,51,23,45.09803921568628
17492,Anivia,Veigar,42,23,54.761904761904766
17493,KogMaw,Kaisa,43,23,53.48837209302325
17494,Taliyah,RekSai,45,23,51.11111111111111
17495,Nunu,Rell,44,23,52.27272727272727
17496,Veigar,Volibear,51,23,45.09803921568628
17497,Tristana,Maokai,47,23,48.93617021276596
17498,Nunu,MasterYi,43,23,53.48837209302325
17499,Ashe,Taliyah,50,23,46.0
17500,Annie,Aatrox,46,23,50.0
17501,Nunu,Vi,57,23,40.35087719298245
17502,Mordekaiser,Syndra,47,23,48.93617021276596
17503,Bard,Sivir,46,23,50.0
17504,Xerath,Malzahar,48,23,47.91666666666667
17505,Zyra,Samira,43,23,53.48837209302325
17506,Teemo,Volibear,44,23,52.27272727272727
17507,Braum,Amumu,45,23,51.11111111111111
17508,Akali,Annie,56,23,41.07142857142857
17509,Seraphine,Anivia,50,23,46.0
17510,Quinn,Nautilus,34,23,67.64705882352942
17511,Lissandra,Rengar,54,23,42.592592592592595
17512,Ashe,Mordekaiser,47,23,48.93617021276596
17513,Poppy,Swain,50,23,46.0
17514,TahmKench,Warwick,43,23,53.48837209302325
17515,Gangplank,Fizz,39,23,58.97435897435898
17516,Volibear,Tristana,35,23,65.71428571428571
17517,KogMaw,TwistedFate,47,23,48.93617021276596
17518,Malphite,Annie,43,23,53.48837209302325
17519,Velkoz,Kaisa,43,23,53.48837209302325
17520,Senna,Malzahar,48,23,47.91666666666667
17521,Nunu,Anivia,49,23,46.93877551020408
17522,Tryndamere,Volibear,39,23,58.97435897435898
17523,Rumble,Shaco,50,23,46.0
17524,Akshan,Rell,51,23,45.09803921568628
17525,FiddleSticks,Galio,45,23,51.11111111111111
17526,Annie,Orianna,36,23,63.888888888888886
17527,Chogath,MonkeyKing,46,23,50.0
17528,Ryze,Taliyah,58,23,39.6551724137931
17529,Shaco,Volibear,49,23,46.93877551020408
17530,Warwick,Ashe,48,22,45.83333333333333
17531,Malphite,Anivia,49,22,44.89795918367347
17532,TahmKench,Anivia,57,22,38.59649122807017
17533,Nunu,Brand,42,22,52.38095238095239
17534,Urgot,XinZhao,55,22,40.0
17535,Gragas,Udyr,39,22,56.41025641025641
17536,Lillia,Sivir,32,22,68.75
17537,Pantheon,Senna,43,22,51.162790697674424
17538,Sona,Gnar,49,22,44.89795918367347
17539,Zac,Annie,39,22,56.41025641025641
17540,Zed,Azir,50,22,44.0
17541,Nasus,Akshan,53,22,41.509433962264154
17542,Ryze,Singed,58,22,37.93103448275862
17543,Morgana,Rell,40,22,55.00000000000001
17544,Rell,MasterYi,30,22,73.33333333333333
17545,Soraka,Taric,36,22,61.111111111111114
17546,Sivir,Zac,36,22,61.111111111111114
17547,Zyra,Shen,43,22,51.162790697674424
17548,Nocturne,Ahri,42,22,52.38095238095239
17549,MonkeyKing,Renekton,46,22,47.82608695652174
17550,Sion,Velkoz,39,22,56.41025641025641
17551,Sion,Brand,44,22,50.0
17552,Evelynn,Garen,39,22,56.41025641025641
17553,Mordekaiser,Fiora,54,22,40.74074074074074
17554,Diana,Alistar,61,22,36.0655737704918
17555,Yorick,Lulu,40,22,55.00000000000001
17556,Renekton,Kalista,39,22,56.41025641025641
17557,Singed,Diana,41,22,53.65853658536586
17558,Zyra,FiddleSticks,38,22,57.89473684210527
17559,FiddleSticks,Janna,53,22,41.509433962264154
17560,Akshan,Mordekaiser,46,22,47.82608695652174
17561,KogMaw,Shaco,39,22,56.41025641025641
17562,Skarner,Vladimir,28,22,78.57142857142857
17563,Kled,Poppy,46,22,47.82608695652174
17564,Lissandra,Sona,61,22,36.0655737704918
17565,Vladimir,Nasus,52,22,42.30769230769231
17566,DrMundo,Karthus,59,22,37.28813559322034
17567,MonkeyKing,FiddleSticks,51,22,43.13725490196079
17568,Karthus,Elise,50,22,44.0
17569,Amumu,Trundle,34,22,64.70588235294117
17570,Taliyah,MonkeyKing,40,22,55.00000000000001
17571,Ryze,Kayle,54,22,40.74074074074074
17572,AurelionSol,Zed,44,22,50.0
17573,Riven,Mordekaiser,47,22,46.808510638297875
17574,Heimerdinger,Malphite,39,22,56.41025641025641
17575,Pyke,Malzahar,50,22,44.0
17576,Udyr,Gwen,37,22,59.45945945945946
17577,Diana,Rengar,48,22,45.83333333333333
17578,Swain,Akshan,48,22,45.83333333333333
17579,Brand,Renekton,38,22,57.89473684210527
17580,Shyvana,Tryndamere,44,22,50.0
17581,Blitzcrank,Quinn,36,22,61.111111111111114
17582,Warwick,Swain,34,22,64.70588235294117
17583,TahmKench,Amumu,39,22,56.41025641025641
17584,Varus,Darius,35,22,62.857142857142854
17585,Syndra,Amumu,53,22,41.509433962264154
17586,Janna,Pantheon,45,22,48.888888888888886
17587,Nocturne,Tryndamere,58,22,37.93103448275862
17588,Irelia,Varus,37,22,59.45945945945946
17589,Taric,Karma,55,22,40.0
17590,Annie,Darius,52,22,42.30769230769231
17591,Shaco,Kled,40,22,55.00000000000001
17592,Olaf,Leblanc,50,22,44.0
17593,Brand,Garen,48,22,45.83333333333333
17594,Renekton,Ahri,37,22,59.45945945945946
17595,Fizz,Renekton,41,22,53.65853658536586
17596,Fizz,Galio,59,22,37.28813559322034
17597,Darius,Kled,48,22,45.83333333333333
17598,Aatrox,Nasus,47,22,46.808510638297875
17599,Ashe,Chogath,41,22,53.65853658536586
17600,Velkoz,Galio,38,22,57.89473684210527
17601,MonkeyKing,Malphite,56,22,39.285714285714285
17602,Gnar,Katarina,50,22,44.0
17603,Rengar,Corki,56,22,39.285714285714285
17604,Warwick,Kennen,39,22,56.41025641025641
17605,LeeSin,AurelionSol,54,22,40.74074074074074
17606,Leblanc,Quinn,36,22,61.111111111111114
17607,Poppy,Brand,43,22,51.162790697674424
17608,Elise,Kassadin,49,22,44.89795918367347
17609,Sett,Malzahar,49,22,44.89795918367347
17610,Amumu,Ashe,48,22,45.83333333333333
17611,Malphite,Orianna,41,22,53.65853658536586
17612,Heimerdinger,Ziggs,40,22,55.00000000000001
17613,Anivia,Zoe,46,22,47.82608695652174
17614,Viego,Rammus,63,22,34.92063492063492
17615,Rumble,Ashe,42,22,52.38095238095239
17616,Shyvana,Zed,54,22,40.74074074074074
17617,DrMundo,Seraphine,47,22,46.808510638297875
17618,Swain,Riven,42,22,52.38095238095239
17619,Maokai,FiddleSticks,39,22,56.41025641025641
17620,Neeko,Pyke,37,22,59.45945945945946
17621,RekSai,MasterYi,36,22,61.111111111111114
17622,Samira,Ivern,42,22,52.38095238095239
17623,Sivir,Morgana,39,22,56.41025641025641
17624,Kayle,Urgot,40,22,55.00000000000001
17625,Darius,Ivern,40,22,55.00000000000001
17626,Kalista,Lillia,39,22,56.41025641025641
17627,Kayle,Velkoz,34,22,64.70588235294117
17628,DrMundo,Cassiopeia,40,22,55.00000000000001
17629,Alistar,Braum,48,22,45.83333333333333
17630,Trundle,Kled,35,22,62.857142857142854
17631,Alistar,RekSai,48,22,45.83333333333333
17632,RekSai,Zac,47,22,46.808510638297875
17633,Kalista,Kassadin,45,22,48.888888888888886
17634,Ornn,TahmKench,40,22,55.00000000000001
17635,Swain,Tryndamere,42,22,52.38095238095239
17636,Warwick,Morgana,66,22,33.33333333333333
17637,Chogath,Kayle,41,22,53.65853658536586
17638,Singed,Warwick,35,22,62.857142857142854
17639,Twitch,Maokai,59,22,37.28813559322034
17640,Nunu,Amumu,45,22,48.888888888888886
17641,Gangplank,Darius,50,22,44.0
17642,Fizz,Malphite,42,22,52.38095238095239
17643,Elise,Ziggs,50,22,44.0
17644,Udyr,Karthus,47,22,46.808510638297875
17645,Jayce,Taric,60,22,36.666666666666664
17646,Pantheon,Cassiopeia,37,22,59.45945945945946
17647,Darius,Elise,50,22,44.0
17648,Sona,Orianna,53,22,41.509433962264154
17649,Nocturne,Rumble,49,22,44.89795918367347
17650,Orianna,Garen,46,22,47.82608695652174
17651,Neeko,Aphelios,48,22,45.83333333333333
17652,Gwen,Teemo,52,22,42.30769230769231
17653,Brand,Sion,44,22,50.0
17654,Malphite,Kled,34,22,64.70588235294117
17655,Lulu,Rammus,36,22,61.111111111111114
17656,JarvanIV,Warwick,40,22,55.00000000000001
17657,Sivir,Trundle,43,22,51.162790697674424
17658,TwistedFate,Varus,45,22,48.888888888888886
17659,MonkeyKing,Rengar,53,22,41.509433962264154
17660,XinZhao,Nasus,47,22,46.808510638297875
17661,Braum,Khazix,52,22,42.30769230769231
17662,Zyra,Ashe,40,22,55.00000000000001
17663,Braum,Soraka,43,22,51.162790697674424
17664,Amumu,Braum,45,22,48.888888888888886
17665,Corki,Gangplank,34,22,64.70588235294117
17666,XinZhao,Sivir,48,22,45.83333333333333
17667,MissFortune,Sejuani,53,22,41.509433962264154
17668,Nautilus,Udyr,43,22,51.162790697674424
17669,Shyvana,Darius,37,22,59.45945945945946
17670,Annie,Shaco,37,22,59.45945945945946
17671,Nasus,Urgot,33,22,66.66666666666666
17672,Zac,Warwick,60,22,36.666666666666664
17673,Velkoz,Blitzcrank,50,22,44.0
17674,Rengar,Velkoz,38,22,57.89473684210527
17675,Karthus,Neeko,41,22,53.65853658536586
17676,Renekton,MasterYi,45,22,48.888888888888886
17677,Vi,Ornn,43,22,51.162790697674424
17678,Brand,Mordekaiser,36,22,61.111111111111114
17679,Kalista,Janna,48,22,45.83333333333333
17680,Kayle,Sion,45,22,48.888888888888886
17681,Veigar,Gnar,48,22,45.83333333333333
17682,Tryndamere,Shyvana,44,22,50.0
17683,Teemo,Corki,47,22,46.808510638297875
17684,Ziggs,Ornn,47,22,46.808510638297875
17685,RekSai,Taliyah,45,22,48.888888888888886
17686,Sona,Malzahar,41,22,53.65853658536586
17687,Chogath,Poppy,40,22,55.00000000000001
17688,Qiyana,Taric,45,22,48.888888888888886
17689,Shaco,Kayle,45,22,48.888888888888886
17690,Kled,Pyke,56,22,39.285714285714285
17691,Ivern,Twitch,40,22,55.00000000000001
17692,Tristana,Pantheon,43,22,51.162790697674424
17693,Warwick,DrMundo,45,22,48.888888888888886
17694,MasterYi,Shen,55,22,40.0
17695,Sivir,Teemo,33,22,66.66666666666666
17696,Urgot,MasterYi,39,22,56.41025641025641
17697,Kayle,XinZhao,58,22,37.93103448275862
17698,Kaisa,Kled,54,22,40.74074074074074
17699,Nasus,Sion,37,22,59.45945945945946
17700,Maokai,Evelynn,37,22,59.45945945945946
17701,Cassiopeia,Sion,56,22,39.285714285714285
17702,Ziggs,Sion,54,22,40.74074074074074
17703,Neeko,Qiyana,37,22,59.45945945945946
17704,Zyra,Chogath,30,22,73.33333333333333
17705,Sona,Amumu,54,22,40.74074074074074
17706,Morgana,Gnar,42,22,52.38095238095239
17707,Darius,Kayle,57,22,38.59649122807017
17708,Rell,Singed,48,22,45.83333333333333
17709,Volibear,Malzahar,32,22,68.75
17710,Syndra,Azir,41,22,53.65853658536586
17711,Taliyah,Sion,42,22,52.38095238095239
17712,Vex,Ivern,58,22,37.93103448275862
17713,Olaf,Pyke,36,22,61.111111111111114
17714,Twitch,Annie,55,22,40.0
17715,FiddleSticks,Seraphine,44,22,50.0
17716,Swain,JarvanIV,50,22,44.0
17717,Taliyah,Trundle,42,22,52.38095238095239
17718,Rengar,Volibear,45,22,48.888888888888886
17719,Nasus,Tryndamere,59,22,37.28813559322034
17720,Sejuani,Soraka,44,22,50.0
17721,Yasuo,Rammus,50,22,44.0
17722,Akshan,Velkoz,46,22,47.82608695652174
17723,Zed,AurelionSol,44,22,50.0
17724,Ivern,Aatrox,34,22,64.70588235294117
17725,Ryze,Evelynn,54,22,40.74074074074074
17726,Rengar,MasterYi,48,22,45.83333333333333
17727,Skarner,LeeSin,46,22,47.82608695652174
17728,Nocturne,Nunu,51,22,43.13725490196079
17729,Jax,Olaf,45,22,48.888888888888886
17730,Vi,Renekton,51,22,43.13725490196079
17731,Urgot,Chogath,37,22,59.45945945945946
17732,Zilean,Annie,48,22,45.83333333333333
17733,Amumu,Gangplank,43,22,51.162790697674424
17734,Nocturne,Evelynn,43,22,51.162790697674424
17735,Seraphine,KogMaw,43,22,51.162790697674424
17736,Illaoi,Lulu,51,22,43.13725490196079
17737,Mordekaiser,Zoe,43,22,51.162790697674424
17738,Darius,Cassiopeia,53,22,41.509433962264154
17739,TahmKench,Annie,43,22,51.162790697674424
17740,Viktor,AurelionSol,47,22,46.808510638297875
17741,Zac,Brand,55,22,40.0
17742,Lillia,Velkoz,37,22,59.45945945945946
17743,Nunu,Cassiopeia,43,22,51.162790697674424
17744,Galio,Sion,43,22,51.162790697674424
17745,Sivir,TwistedFate,41,22,53.65853658536586
17746,Nami,Quinn,43,22,51.162790697674424
17747,Ornn,Volibear,32,22,68.75
17748,Vi,Kennen,55,22,40.0
17749,Malzahar,Jax,56,22,39.285714285714285
17750,Veigar,Garen,56,22,39.285714285714285
17751,Lissandra,JarvanIV,52,22,42.30769230769231
17752,Alistar,Vi,56,22,39.285714285714285
17753,Mordekaiser,Tristana,57,22,38.59649122807017
17754,Seraphine,FiddleSticks,44,22,50.0
17755,Syndra,Ahri,66,22,33.33333333333333
17756,Lillia,Taric,37,22,59.45945945945946
17757,RekSai,Ahri,50,22,44.0
17758,Volibear,TahmKench,54,22,40.74074074074074
17759,Leona,Sivir,48,22,45.83333333333333
17760,Zoe,MasterYi,45,22,48.888888888888886
17761,Ornn,Corki,39,22,56.41025641025641
17762,Taliyah,Zac,46,22,47.82608695652174
17763,Corki,Orianna,35,22,62.857142857142854
17764,Annie,Tryndamere,50,22,44.0
17765,Nocturne,Orianna,49,22,44.89795918367347
17766,Malphite,Lissandra,41,22,53.65853658536586
17767,Kassadin,Ivern,43,22,51.162790697674424
17768,Malzahar,JarvanIV,41,22,53.65853658536586
17769,Sejuani,Zilean,33,22,66.66666666666666
17770,Urgot,Ahri,38,22,57.89473684210527
17771,Kindred,Udyr,36,22,61.111111111111114
17772,Ahri,Rumble,35,22,62.857142857142854
17773,Gnar,TahmKench,45,22,48.888888888888886
17774,FiddleSticks,MasterYi,41,22,53.65853658536586
17775,Shaco,Warwick,51,22,43.13725490196079
17776,Seraphine,RekSai,53,22,41.509433962264154
17777,Gnar,Karthus,46,22,47.82608695652174
17778,Corki,JarvanIV,52,22,42.30769230769231
17779,Singed,Fizz,32,22,68.75
17780,XinZhao,Swain,50,22,44.0
17781,DrMundo,Gangplank,49,22,44.89795918367347
17782,Mordekaiser,Ornn,47,22,46.808510638297875
17783,Velkoz,Chogath,32,22,68.75
17784,Riven,Malzahar,39,22,56.41025641025641
17785,Kassadin,Mordekaiser,52,22,42.30769230769231
17786,Kled,Morgana,33,22,66.66666666666666
17787,Zac,Velkoz,43,22,51.162790697674424
17788,Kennen,Cassiopeia,45,22,48.888888888888886
17789,FiddleSticks,Gwen,40,22,55.00000000000001
17790,AurelionSol,Camille,47,22,46.808510638297875
17791,Yuumi,Olaf,42,22,52.38095238095239
17792,Rumble,Katarina,62,22,35.483870967741936
17793,Gwen,KogMaw,41,22,53.65853658536586
17794,Leblanc,Taric,49,22,44.89795918367347
17795,Swain,Taliyah,33,22,66.66666666666666
17796,Corki,RekSai,43,22,51.162790697674424
17797,Chogath,Nunu,38,22,57.89473684210527
17798,Kalista,JarvanIV,42,22,52.38095238095239
17799,Olaf,Leona,53,22,41.509433962264154
17800,Urgot,Diana,46,22,47.82608695652174
17801,Shen,Illaoi,40,22,55.00000000000001
17802,AurelionSol,Vayne,43,22,51.162790697674424
17803,Elise,MasterYi,34,22,64.70588235294117
17804,Vayne,Quinn,51,22,43.13725490196079
17805,Taric,Karthus,48,22,45.83333333333333
17806,Azir,Twitch,48,22,45.83333333333333
17807,DrMundo,Rell,38,22,57.89473684210527
17808,Annie,Singed,38,22,57.89473684210527
17809,Karthus,Volibear,49,22,44.89795918367347
17810,Ornn,Zac,50,22,44.0
17811,Zac,Rell,45,22,48.888888888888886
17812,Ryze,MasterYi,41,22,53.65853658536586
17813,Kayle,Mordekaiser,42,22,52.38095238095239
17814,Lillia,Ashe,52,22,42.30769230769231
17815,Akshan,Heimerdinger,43,22,51.162790697674424
17816,Elise,Nocturne,42,22,52.38095238095239
17817,Samira,Brand,45,22,48.888888888888886
17818,Mordekaiser,Diana,47,22,46.808510638297875
17819,Ornn,Samira,36,22,61.111111111111114
17820,Galio,FiddleSticks,45,22,48.888888888888886
17821,Swain,Galio,42,22,52.38095238095239
17822,Alistar,Orianna,47,22,46.808510638297875
17823,Kindred,Ivern,41,22,53.65853658536586
17824,Amumu,Gwen,50,22,44.0
17825,Sivir,Renekton,34,22,64.70588235294117
17826,Kennen,Chogath,45,22,48.888888888888886
17827,Gnar,Gragas,49,22,44.89795918367347
17828,Teemo,Braum,45,22,48.888888888888886
17829,Sett,Velkoz,50,22,44.0
17830,Sejuani,Xerath,40,22,55.00000000000001
17831,Swain,Xerath,49,22,44.89795918367347
17832,Garen,Gangplank,51,22,43.13725490196079
17833,Udyr,XinZhao,42,22,52.38095238095239
17834,Zoe,Annie,46,22,47.82608695652174
17835,Vi,Cassiopeia,53,22,41.509433962264154
17836,Elise,Lillia,36,22,61.111111111111114
17837,Kalista,Trundle,39,22,56.41025641025641
17838,Amumu,Anivia,40,22,55.00000000000001
17839,Shyvana,Draven,35,22,62.857142857142854
17840,Nidalee,Amumu,52,22,42.30769230769231
17841,Shen,Sivir,39,22,56.41025641025641
17842,Singed,Gnar,40,22,55.00000000000001
17843,Heimerdinger,Karthus,40,22,55.00000000000001
17844,Draven,Varus,50,22,44.0
17845,Syndra,Braum,43,22,51.162790697674424
17846,Elise,Orianna,40,22,55.00000000000001
17847,FiddleSticks,Gragas,54,22,40.74074074074074
17848,Cassiopeia,Renekton,43,22,51.162790697674424
17849,Garen,Gnar,41,22,53.65853658536586
17850,Annie,Senna,43,22,51.162790697674424
17851,Rumble,Garen,36,22,61.111111111111114
17852,Kalista,Zoe,51,22,43.13725490196079
17853,FiddleSticks,Vi,59,22,37.28813559322034
17854,TahmKench,Chogath,42,22,52.38095238095239
17855,Xerath,Udyr,49,22,44.89795918367347
17856,Zed,Varus,43,22,51.162790697674424
17857,Sejuani,Kayn,48,22,45.83333333333333
17858,Ziggs,Mordekaiser,41,22,53.65853658536586
17859,Gragas,Nocturne,47,22,46.808510638297875
17860,Rell,Zoe,41,22,53.65853658536586
17861,Nocturne,Mordekaiser,36,22,61.111111111111114
17862,Neeko,Jayce,45,22,48.888888888888886
17863,Zoe,Corki,43,22,51.162790697674424
17864,Diana,Nocturne,41,22,53.65853658536586
17865,Galio,Sejuani,32,22,68.75
17866,Kennen,Volibear,35,22,62.857142857142854
17867,Kalista,Sion,36,22,61.111111111111114
17868,Evelynn,Kayle,36,22,61.111111111111114
17869,DrMundo,Zilean,62,22,35.483870967741936
17870,Zac,Urgot,47,22,46.808510638297875
17871,Swain,Zac,40,22,55.00000000000001
17872,Soraka,Sejuani,44,22,50.0
17873,Rumble,Trundle,43,22,51.162790697674424
17874,KogMaw,Katarina,38,22,57.89473684210527
17875,Chogath,Renekton,37,22,59.45945945945946
17876,Corki,Ivern,31,22,70.96774193548387
17877,Volibear,Zilean,51,21,41.17647058823529
